10_47,"[2, -5, 7, -7, 7, -6, 4, -2, 1]"
10_49,"[3, -8, 12, -13, 12, -8, 3, 0, 0]"
10_51,"[2, -5, 10, -16, 18, -12, 4, 0, 0]"
10_53,"[6, -18, 25, -18, 6, 0, 0, 0, 0]"
10_57,"[2, -6, 13, -20, 21, -13, 4, 0, 0]"
10_59,"[1, -4, 10, -17, 21, -16, 6, 0, 0]"
10_61,"[3, -6, 7, -6, 5, -4, 2, 0, 0]"
10_63,"[5, -14, 19, -14, 5, 0, 0, 0, 0]"
10_66,"[3, -9, 16, -19, 16, -9, 3, 0, 0]"
10_71,"[1, -4, 11, -19, 22, -15, 5, 0, 0]"
10_72,"[2, -7, 14, -18, 17, -11, 4, 0, 0]"
10_75,"[1, -4, 10, -17, 22, -19, 8, 0, 0]"
10_78,"[4, -12, 19, -18, 11, -4, 1, 0, 0]"
10_80,"[3, -9, 15, -17, 15, -9, 3, 0, 0]"
10_82,"[1, -2, 4, -8, 12, -13, 12, -8, 3]"
10_84,"[5, -16, 24, -21, 13, -6, 2, 0, 0]"
10_85,"[1, -2, 4, -7, 10, -11, 11, -8, 3]"
10_87,"[2, -6, 12, -19, 22, -15, 5, 0, 0]"
10_89,"[3, -12, 23, -26, 20, -11, 4, 0, 0]"
10_90,"[5, -15, 22, -18, 10, -5, 2, 0, 0]"
10_91,"[1, -2, 4, -8, 14, -17, 15, -9, 3]"
10_92,"[2, -7, 15, -22, 23, -15, 5, 0, 0]"
10_98,"[2, -6, 13, -20, 21, -14, 5, 0, 0]"
10_99,"[1, -2, 4, -8, 15, -20, 18, -10, 3]"
10_100,"[1, -2, 4, -7, 11, -14, 14, -9, 3]"
10_103,"[5, -15, 21, -17, 10, -5, 2, 0, 0]"
10_107,"[1, -4, 12, -22, 27, -20, 7, 0, 0]"
10_108,"[5, -13, 16, -13, 9, -5, 2, 0, 0]"
10_112,"[4, -13, 20, -20, 15, -8, 4, -2, 1]"
10_113,"[2, -7, 16, -27, 31, -21, 7, 0, 0]"
10_115,"[1, -4, 12, -24, 33, -26, 9, 0, 0]"
10_116,"[1, -2, 4, -8, 15, -23, 24, -14, 4]"
10_121,"[8, -25, 34, -26, 14, -6, 2, 0, 0]"
10_123,"[1, -2, 4, -8, 16, -30, 35, -20, 5]"
10_125,"[2, -4, 4, -2, 1, 0, -1, 1, 0]"
10_126,"[1, -2, 3, -3, 2, -1, 2, -3, 2]"
10_129,"[5, -12, 11, -2, -3, 2, 0, 0, 0]"
10_131,"[2, -1, -6, 13, -11, 4, 0, 0, 0]"
10_132,"[2, -3, 1, 2, -1, -1, 1, 0, 0]"
10_135,"[4, -11, 14, -8, 1, 1, 0, 0, 0]"
10_139,"[1, -1, 0, 2, -3, 2, 0, -1, 1]"
10_140,"[2, -3, 2, 1, -4, 5, -4, 2, 0]"
10_146,"[3, -8, 11, -8, 3, 0, 0, 0, 0]"
10_148,"[1, -3, 7, -9, 6, -2, 1, -1, 1]"
10_149,"[2, -6, 10, -11, 9, -4, 0, 1, 0]"
10_150,"[2, -4, 3, -2, 5, -6, 4, -2, 1]"
10_152,"[1, -1, -1, 4, -5, 4, -1, -1, 1]"
10_155,"[1, -2, 1, 4, -10, 11, -5, 0, 1]"
10_157,"[1, -3, 6, -9, 11, -9, 6, -3, 1]"
10_161,"[1, -1, -1, 3, -3, 2, 0, -1, 1]"
10_162,"[2, -5, 7, -6, 4, -2, 1, 0, 0]"
10_163,"[1, -3, 7, -13, 17, -10, 1, 1, 0]"
10_164,"[2, -4, 7, -10, 11, -8, 3, 0, 0]"
10_165,"[3, -3, -7, 18, -15, 5, 0, 0, 0]"
