Name,Alexander
11n_102,1-t-t^2-t^3+t^4
11n_103,1-7*t+15*t^2-19*t^3+15*t^4-7*t^5+t^6
11n_104,1-3*t+2*t^2+2*t^3-5*t^4+2*t^5+2*t^6-3*t^7+t^8
11n_105,1-7*t+16*t^2-21*t^3+16*t^4-7*t^5+t^6
11n_106,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
11n_107,1-3*t+4*t^2-2*t^3+t^4-2*t^5+4*t^6-3*t^7+t^8
11n_108,1-8*t+17*t^2-21*t^3+17*t^4-8*t^5+t^6
11n_109,1-7*t+13*t^2-15*t^3+13*t^4-7*t^5+t^6
11n_110,1-4*t+9*t^2-13*t^3+9*t^4-4*t^5+t^6
11n_111,1-t-3*t^2+5*t^3-3*t^4-t^5+t^6
11n_112,1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
11n_113,1-9*t+15*t^2-9*t^3+t^4
11n_114,3-13*t+21*t^2-13*t^3+3*t^4
11n_115,1-6*t+18*t^2-27*t^3+18*t^4-6*t^5+t^6
11n_116,1-3*t^2+t^4
11n_117,3-9*t+11*t^2-9*t^3+3*t^4
11n_118,1-4*t+4*t^2-3*t^3+4*t^4-4*t^5+t^6
11n_119,1-6*t+16*t^2-23*t^3+16*t^4-6*t^5+t^6
11n_120,1-4*t+7*t^2-8*t^3+7*t^4-8*t^5+7*t^6-4*t^7+t^8
11n_121,1-6*t+10*t^2-11*t^3+10*t^4-6*t^5+t^6
11n_122,2-7*t+9*t^2-7*t^3+2*t^4
11n_123,3-14*t+23*t^2-14*t^3+3*t^4
11n_124,1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6
11n_125,1-6*t+15*t^2-19*t^3+15*t^4-6*t^5+t^6
11n_126,3-6*t+4*t^2-t^3+4*t^4-6*t^5+3*t^6
11n_127,1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
11n_128,1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6
11n_129,1-4*t+10*t^2-13*t^3+10*t^4-4*t^5+t^6
11n_130,1-5*t+12*t^2-17*t^3+12*t^4-5*t^5+t^6
11n_131,1-6*t+16*t^2-21*t^3+16*t^4-6*t^5+t^6
11n_132,2-6*t+9*t^2-6*t^3+2*t^4
11n_133,1-4*t+6*t^2-2*t^3-t^4-2*t^5+6*t^6-4*t^7+t^8
11n_134,3-12*t+17*t^2-12*t^3+3*t^4
11n_135,1-2*t+t^3-2*t^5+t^6
11n_136,3-8*t+13*t^2-15*t^3+13*t^4-8*t^5+3*t^6
11n_137,1-7*t+13*t^2-15*t^3+13*t^4-7*t^5+t^6
11n_138,2-4*t+3*t^2-4*t^3+2*t^4
11n_139,2-5*t+2*t^2
11n_140,2-13*t+21*t^2-13*t^3+2*t^4
11n_141,5-11*t+5*t^2
11n_142,1-8*t+15*t^2-8*t^3+t^4
11n_143,1-2*t+t^2-t^3+t^4-2*t^5+t^6
11n_144,1-7*t+15*t^2-19*t^3+15*t^4-7*t^5+t^6
11n_145,1-t-3*t^2+7*t^3-3*t^4-t^5+t^6
11n_146,1-5*t+15*t^2-21*t^3+15*t^4-5*t^5+t^6
11n_147,1-4*t+7*t^2-5*t^3+3*t^4-5*t^5+7*t^6-4*t^7+t^8
11n_148,1-5*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-5*t^7+t^8
11n_149,1-4*t+6*t^2-4*t^3+3*t^4-4*t^5+6*t^6-4*t^7+t^8
11n_150,2-9*t+17*t^2-19*t^3+17*t^4-9*t^5+2*t^6
11n_151,2-6*t+7*t^2-6*t^3+2*t^4
11n_152,2-6*t+7*t^2-6*t^3+2*t^4
11n_153,1-4*t+7*t^2-10*t^3+13*t^4-10*t^5+7*t^6-4*t^7+t^8
11n_154,1-7*t+19*t^2-25*t^3+19*t^4-7*t^5+t^6
11n_155,2-8*t+11*t^2-9*t^3+11*t^4-8*t^5+2*t^6
11n_156,1-7*t+18*t^2-25*t^3+18*t^4-7*t^5+t^6
11n_157,1-6*t+15*t^2-21*t^3+15*t^4-6*t^5+t^6
11n_158,1-4*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-4*t^7+t^8
11n_159,1-6*t+17*t^2-23*t^3+17*t^4-6*t^5+t^6
11n_160,1-6*t+16*t^2-21*t^3+16*t^4-6*t^5+t^6
11n_161,2-8*t+14*t^2-15*t^3+14*t^4-8*t^5+2*t^6
11n_162,3-14*t+21*t^2-14*t^3+3*t^4
11n_163,1-8*t+22*t^2-29*t^3+22*t^4-8*t^5+t^6
11n_164,1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6
11n_165,1-7*t+20*t^2-29*t^3+20*t^4-7*t^5+t^6
11n_166,1-4*t+8*t^2-11*t^3+11*t^4-11*t^5+8*t^6-4*t^7+t^8
11n_167,1-5*t+15*t^2-21*t^3+15*t^4-5*t^5+t^6
11n_168,1-6*t+18*t^2-25*t^3+18*t^4-6*t^5+t^6
11n_169,3-6*t+6*t^2-5*t^3+6*t^4-6*t^5+3*t^6
11n_170,3-16*t+25*t^2-16*t^3+3*t^4
11n_171,6-16*t+21*t^2-16*t^3+6*t^4
11n_172,1-5*t+11*t^2-15*t^3+11*t^4-5*t^5+t^6
11n_173,1-4*t+8*t^2-7*t^3+5*t^4-7*t^5+8*t^6-4*t^7+t^8
11n_174,2-11*t+22*t^2-27*t^3+22*t^4-11*t^5+2*t^6
11n_175,2-9*t+14*t^2-15*t^3+14*t^4-9*t^5+2*t^6
11n_176,1-6*t+15*t^2-19*t^3+15*t^4-6*t^5+t^6
11n_177,1-5*t+11*t^2-16*t^3+17*t^4-16*t^5+11*t^6-5*t^7+t^8
11n_178,2-9*t+22*t^2-29*t^3+22*t^4-9*t^5+2*t^6
11n_179,1-7*t+18*t^2-25*t^3+18*t^4-7*t^5+t^6
11n_180,3-7*t+11*t^2-13*t^3+11*t^4-7*t^5+3*t^6
11n_181,5-11*t+13*t^2-11*t^3+5*t^4
11n_182,1-5*t+11*t^2-18*t^3+23*t^4-18*t^5+11*t^6-5*t^7+t^8
11n_183,1+t-6*t^2+9*t^3-6*t^4+t^5+t^6
11n_184,2-9*t+20*t^2-25*t^3+20*t^4-9*t^5+2*t^6
11n_185,2-11*t+24*t^2-31*t^3+24*t^4-11*t^5+2*t^6
12a_1,1-7*t+23*t^2-46*t^3+59*t^4-46*t^5+23*t^6-7*t^7+t^8
12a_2,1-7*t+21*t^2-36*t^3+41*t^4-36*t^5+21*t^6-7*t^7+t^8
12a_3,2-14*t+40*t^2-57*t^3+40*t^4-14*t^5+2*t^6
12a_4,1-7*t+23*t^2-48*t^3+63*t^4-48*t^5+23*t^6-7*t^7+t^8
12a_5,3-19*t+47*t^2-61*t^3+47*t^4-19*t^5+3*t^6
12a_6,1-7*t+23*t^2-44*t^3+53*t^4-44*t^5+23*t^6-7*t^7+t^8
12a_7,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_8,1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
12a_9,2-12*t+28*t^2-35*t^3+28*t^4-12*t^5+2*t^6
12a_10,3-19*t+49*t^2-65*t^3+49*t^4-19*t^5+3*t^6
12a_11,1-7*t+21*t^2-34*t^3+39*t^4-34*t^5+21*t^6-7*t^7+t^8
12a_12,2-14*t+40*t^2-55*t^3+40*t^4-14*t^5+2*t^6
12a_13,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_14,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_15,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_16,1-7*t+22*t^2-43*t^3+55*t^4-43*t^5+22*t^6-7*t^7+t^8
12a_17,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_18,1-7*t+20*t^2-31*t^3+33*t^4-31*t^5+20*t^6-7*t^7+t^8
12a_19,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
12a_20,1-7*t+22*t^2-41*t^3+51*t^4-41*t^5+22*t^6-7*t^7+t^8
12a_21,4-21*t+45*t^2-57*t^3+45*t^4-21*t^5+4*t^6
12a_22,2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
12a_23,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
12a_24,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
12a_25,2-15*t+44*t^2-63*t^3+44*t^4-15*t^5+2*t^6
12a_26,1-7*t+20*t^2-29*t^3+31*t^4-29*t^5+20*t^6-7*t^7+t^8
12a_27,2-15*t+45*t^2-63*t^3+45*t^4-15*t^5+2*t^6
12a_28,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
12a_29,1-7*t+24*t^2-48*t^3+59*t^4-48*t^5+24*t^6-7*t^7+t^8
12a_30,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_31,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
12a_32,2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
12a_33,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_34,2-9*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-9*t^7+2*t^8
12a_35,4-20*t+40*t^2-49*t^3+40*t^4-20*t^5+4*t^6
12a_36,2-10*t+21*t^2-30*t^3+33*t^4-30*t^5+21*t^6-10*t^7+2*t^8
12a_37,3-15*t+30*t^2-37*t^3+30*t^4-15*t^5+3*t^6
12a_38,4-18*t+27*t^2-18*t^3+4*t^4
12a_39,1-7*t+21*t^2-40*t^3+49*t^4-40*t^5+21*t^6-7*t^7+t^8
12a_40,1-7*t+23*t^2-46*t^3+57*t^4-46*t^5+23*t^6-7*t^7+t^8
12a_41,2-9*t+23*t^2-37*t^3+43*t^4-37*t^5+23*t^6-9*t^7+2*t^8
12a_42,3-13*t+30*t^2-39*t^3+30*t^4-13*t^5+3*t^6
12a_43,6-23*t+45*t^2-55*t^3+45*t^4-23*t^5+6*t^6
12a_44,4-22*t+50*t^2-65*t^3+50*t^4-22*t^5+4*t^6
12a_45,1-8*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-8*t^7+t^8
12a_46,2-15*t+38*t^2-51*t^3+38*t^4-15*t^5+2*t^6
12a_47,3-19*t+45*t^2-59*t^3+45*t^4-19*t^5+3*t^6
12a_48,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_49,5-23*t+53*t^2-69*t^3+53*t^4-23*t^5+5*t^6
12a_50,1-8*t+20*t^2-30*t^3+33*t^4-30*t^5+20*t^6-8*t^7+t^8
12a_51,2-17*t+45*t^2-61*t^3+45*t^4-17*t^5+2*t^6
12a_52,3-9*t+15*t^2-18*t^3+19*t^4-18*t^5+15*t^6-9*t^7+3*t^8
12a_53,6-21*t+38*t^2-45*t^3+38*t^4-21*t^5+6*t^6
12a_54,3-17*t+39*t^2-51*t^3+39*t^4-17*t^5+3*t^6
12a_55,5-18*t+34*t^2-41*t^3+34*t^4-18*t^5+5*t^6
12a_56,7-22*t+31*t^2-22*t^3+7*t^4
12a_57,3-17*t+41*t^2-55*t^3+41*t^4-17*t^5+3*t^6
12a_58,1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
12a_59,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_60,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_61,1-7*t+21*t^2-38*t^3+45*t^4-38*t^5+21*t^6-7*t^7+t^8
12a_62,2-12*t+30*t^2-41*t^3+30*t^4-12*t^5+2*t^6
12a_63,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_64,4-22*t+50*t^2-65*t^3+50*t^4-22*t^5+4*t^6
12a_65,1-8*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-8*t^7+t^8
12a_66,1-7*t+25*t^2-52*t^3+67*t^4-52*t^5+25*t^6-7*t^7+t^8
12a_67,1-8*t+26*t^2-47*t^3+55*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_68,2-15*t+44*t^2-63*t^3+44*t^4-15*t^5+2*t^6
12a_69,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_70,1-8*t+27*t^2-50*t^3+61*t^4-50*t^5+27*t^6-8*t^7+t^8
12a_71,1-8*t+25*t^2-44*t^3+51*t^4-44*t^5+25*t^6-8*t^7+t^8
12a_72,2-16*t+47*t^2-67*t^3+47*t^4-16*t^5+2*t^6
12a_73,2-17*t+51*t^2-71*t^3+51*t^4-17*t^5+2*t^6
12a_74,1-7*t+26*t^2-57*t^3+73*t^4-57*t^5+26*t^6-7*t^7+t^8
12a_75,5-24*t+46*t^2-55*t^3+46*t^4-24*t^5+5*t^6
12a_76,8-36*t+55*t^2-36*t^3+8*t^4
12a_77,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_78,2-8*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-8*t^7+2*t^8
12a_79,1-7*t+22*t^2-43*t^3+55*t^4-43*t^5+22*t^6-7*t^7+t^8
12a_80,1-7*t+21*t^2-36*t^3+43*t^4-36*t^5+21*t^6-7*t^7+t^8
12a_81,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
12a_82,6-22*t+42*t^2-51*t^3+42*t^4-22*t^5+6*t^6
12a_83,3-20*t+48*t^2-63*t^3+48*t^4-20*t^5+3*t^6
12a_84,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
12a_85,2-8*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-8*t^7+2*t^8
12a_86,4-17*t+39*t^2-51*t^3+39*t^4-17*t^5+4*t^6
12a_87,1-7*t+20*t^2-37*t^3+45*t^4-37*t^5+20*t^6-7*t^7+t^8
12a_88,1-8*t+30*t^2-65*t^3+83*t^4-65*t^5+30*t^6-8*t^7+t^8
12a_89,4-17*t+38*t^2-49*t^3+38*t^4-17*t^5+4*t^6
12a_90,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_91,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_92,1-8*t+23*t^2-40*t^3+47*t^4-40*t^5+23*t^6-8*t^7+t^8
12a_93,3-9*t+16*t^2-21*t^3+23*t^4-21*t^5+16*t^6-9*t^7+3*t^8
12a_94,6-20*t+35*t^2-41*t^3+35*t^4-20*t^5+6*t^6
12a_95,3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
12a_96,5-15*t+24*t^2-27*t^3+24*t^4-15*t^5+5*t^6
12a_97,10-32*t+45*t^2-32*t^3+10*t^4
12a_98,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
12a_99,1-7*t+24*t^2-47*t^3+59*t^4-47*t^5+24*t^6-7*t^7+t^8
12a_100,3-21*t+53*t^2-71*t^3+53*t^4-21*t^5+3*t^6
12a_101,1-7*t+25*t^2-50*t^3+63*t^4-50*t^5+25*t^6-7*t^7+t^8
12a_102,7-27*t+53*t^2-65*t^3+53*t^4-27*t^5+7*t^6
12a_103,3-20*t+52*t^2-69*t^3+52*t^4-20*t^5+3*t^6
12a_104,4-17*t+37*t^2-47*t^3+37*t^4-17*t^5+4*t^6
12a_105,1-7*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-7*t^7+t^8
12a_106,2-14*t+34*t^2-45*t^3+34*t^4-14*t^5+2*t^6
12a_107,7-27*t+53*t^2-65*t^3+53*t^4-27*t^5+7*t^6
12a_108,1-8*t+26*t^2-51*t^3+63*t^4-51*t^5+26*t^6-8*t^7+t^8
12a_109,2-14*t+35*t^2-47*t^3+35*t^4-14*t^5+2*t^6
12a_110,3-18*t+42*t^2-55*t^3+42*t^4-18*t^5+3*t^6
12a_111,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_112,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
12a_113,1-7*t+24*t^2-48*t^3+59*t^4-48*t^5+24*t^6-7*t^7+t^8
12a_114,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
12a_115,1-7*t+25*t^2-50*t^3+63*t^4-50*t^5+25*t^6-7*t^7+t^8
12a_116,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_117,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
12a_118,2-13*t+32*t^2-43*t^3+32*t^4-13*t^5+2*t^6
12a_119,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_120,1-8*t+26*t^2-51*t^3+63*t^4-51*t^5+26*t^6-8*t^7+t^8
12a_121,2-13*t+33*t^2-45*t^3+33*t^4-13*t^5+2*t^6
12a_122,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_123,1-7*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-7*t^7+t^8
12a_124,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
12a_125,1-12*t+44*t^2-67*t^3+44*t^4-12*t^5+t^6
12a_126,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_127,3-17*t+37*t^2-45*t^3+37*t^4-17*t^5+3*t^6
12a_128,5-25*t+41*t^2-25*t^3+5*t^4
12a_129,1-7*t+19*t^2-32*t^3+37*t^4-32*t^5+19*t^6-7*t^7+t^8
12a_130,2-14*t+36*t^2-49*t^3+36*t^4-14*t^5+2*t^6
12a_131,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_132,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_133,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_134,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_135,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
12a_136,1-8*t+26*t^2-47*t^3+55*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_137,1-8*t+26*t^2-46*t^3+53*t^4-46*t^5+26*t^6-8*t^7+t^8
12a_138,1-8*t+26*t^2-48*t^3+57*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_139,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_140,2-15*t+43*t^2-61*t^3+43*t^4-15*t^5+2*t^6
12a_141,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
12a_142,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_143,3-8*t+12*t^2-13*t^3+13*t^4-13*t^5+12*t^6-8*t^7+3*t^8
12a_144,6-19*t+32*t^2-37*t^3+32*t^4-19*t^5+6*t^6
12a_145,6-21*t+39*t^2-47*t^3+39*t^4-21*t^5+6*t^6
12a_146,1-3*t+6*t^2-7*t^3+7*t^4-7*t^5+7*t^6-7*t^7+6*t^8-3*t^9+t^10
12a_147,2-7*t+15*t^2-20*t^3+21*t^4-20*t^5+15*t^6-7*t^7+2*t^8
12a_148,2-8*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-8*t^7+2*t^8
12a_149,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
12a_150,4-16*t+36*t^2-47*t^3+36*t^4-16*t^5+4*t^6
12a_151,2-13*t+35*t^2-47*t^3+35*t^4-13*t^5+2*t^6
12a_152,9-28*t+39*t^2-28*t^3+9*t^4
12a_153,3-11*t+24*t^2-31*t^3+24*t^4-11*t^5+3*t^6
12a_154,4-24*t+56*t^2-73*t^3+56*t^4-24*t^5+4*t^6
12a_155,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
12a_156,11-35*t+49*t^2-35*t^3+11*t^4
12a_157,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_158,1-7*t+16*t^2-23*t^3+25*t^4-23*t^5+16*t^6-7*t^7+t^8
12a_159,2-15*t+37*t^2-49*t^3+37*t^4-15*t^5+2*t^6
12a_160,2-7*t+14*t^2-18*t^3+19*t^4-18*t^5+14*t^6-7*t^7+2*t^8
12a_161,4-16*t+34*t^2-43*t^3+34*t^4-16*t^5+4*t^6
12a_162,4-24*t+56*t^2-73*t^3+56*t^4-24*t^5+4*t^6
12a_163,4-22*t+54*t^2-71*t^3+54*t^4-22*t^5+4*t^6
12a_164,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_165,2-11*t+24*t^2-31*t^3+24*t^4-11*t^5+2*t^6
12a_166,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_167,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
12a_168,3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
12a_169,4-12*t+17*t^2-12*t^3+4*t^4
12a_170,3-18*t+42*t^2-53*t^3+42*t^4-18*t^5+3*t^6
12a_171,3-18*t+46*t^2-63*t^3+46*t^4-18*t^5+3*t^6
12a_172,1-7*t+18*t^2-25*t^3+27*t^4-25*t^5+18*t^6-7*t^7+t^8
12a_173,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
12a_174,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
12a_175,2-16*t+44*t^2-59*t^3+44*t^4-16*t^5+2*t^6
12a_176,2-13*t+31*t^2-39*t^3+31*t^4-13*t^5+2*t^6
12a_177,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
12a_178,3-16*t+32*t^2-37*t^3+32*t^4-16*t^5+3*t^6
12a_179,1-7*t+18*t^2-27*t^3+29*t^4-27*t^5+18*t^6-7*t^7+t^8
12a_180,2-15*t+41*t^2-57*t^3+41*t^4-15*t^5+2*t^6
12a_181,1-11*t+40*t^2-61*t^3+40*t^4-11*t^5+t^6
12a_182,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_183,6-30*t+49*t^2-30*t^3+6*t^4
12a_184,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_185,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_186,1-8*t+25*t^2-40*t^3+45*t^4-40*t^5+25*t^6-8*t^7+t^8
12a_187,2-16*t+49*t^2-69*t^3+49*t^4-16*t^5+2*t^6
12a_188,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
12a_189,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_190,1-8*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-8*t^7+t^8
12a_191,1-8*t+28*t^2-58*t^3+73*t^4-58*t^5+28*t^6-8*t^7+t^8
12a_192,2-15*t+43*t^2-59*t^3+43*t^4-15*t^5+2*t^6
12a_193,1-7*t+16*t^2-19*t^3+19*t^4-19*t^5+16*t^6-7*t^7+t^8
12a_194,2-15*t+39*t^2-51*t^3+39*t^4-15*t^5+2*t^6
12a_195,1-7*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-7*t^7+t^8
12a_196,2-13*t+30*t^2-37*t^3+30*t^4-13*t^5+2*t^6
12a_197,3-17*t+29*t^2-17*t^3+3*t^4
12a_198,2-16*t+50*t^2-73*t^3+50*t^4-16*t^5+2*t^6
12a_199,5-26*t+56*t^2-71*t^3+56*t^4-26*t^5+5*t^6
12a_200,1-7*t+24*t^2-47*t^3+57*t^4-47*t^5+24*t^6-7*t^7+t^8
12a_201,2-13*t+37*t^2-53*t^3+37*t^4-13*t^5+2*t^6
12a_202,1-8*t+28*t^2-58*t^3+75*t^4-58*t^5+28*t^6-8*t^7+t^8
12a_203,1-7*t+22*t^2-39*t^3+45*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_204,2-14*t+41*t^2-59*t^3+41*t^4-14*t^5+2*t^6
12a_205,2-9*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-9*t^7+2*t^8
12a_206,3-13*t+23*t^2-27*t^3+23*t^4-13*t^5+3*t^6
12a_207,1-7*t+20*t^2-33*t^3+37*t^4-33*t^5+20*t^6-7*t^7+t^8
12a_208,2-14*t+39*t^2-55*t^3+39*t^4-14*t^5+2*t^6
12a_209,1-8*t+29*t^2-60*t^3+77*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_210,4-20*t+43*t^2-55*t^3+43*t^4-20*t^5+4*t^6
12a_211,2-8*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-8*t^7+2*t^8
12a_212,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
12a_213,1-8*t+28*t^2-54*t^3+65*t^4-54*t^5+28*t^6-8*t^7+t^8
12a_214,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_215,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
12a_216,1-7*t+18*t^2-24*t^3+25*t^4-24*t^5+18*t^6-7*t^7+t^8
12a_217,1-7*t+22*t^2-42*t^3+53*t^4-42*t^5+22*t^6-7*t^7+t^8
12a_218,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
12a_219,1-7*t+22*t^2-38*t^3+45*t^4-38*t^5+22*t^6-7*t^7+t^8
12a_220,1-7*t+22*t^2-40*t^3+47*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_221,2-14*t+40*t^2-57*t^3+40*t^4-14*t^5+2*t^6
12a_222,1-8*t+29*t^2-62*t^3+81*t^4-62*t^5+29*t^6-8*t^7+t^8
12a_223,3-18*t+44*t^2-59*t^3+44*t^4-18*t^5+3*t^6
12a_224,1-8*t+27*t^2-50*t^3+59*t^4-50*t^5+27*t^6-8*t^7+t^8
12a_225,1-7*t+24*t^2-50*t^3+63*t^4-50*t^5+24*t^6-7*t^7+t^8
12a_226,4-20*t+41*t^2-51*t^3+41*t^4-20*t^5+4*t^6
12a_227,5-26*t+56*t^2-71*t^3+56*t^4-26*t^5+5*t^6
12a_228,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_229,2-16*t+48*t^2-69*t^3+48*t^4-16*t^5+2*t^6
12a_230,3-20*t+56*t^2-77*t^3+56*t^4-20*t^5+3*t^6
12a_231,5-24*t+48*t^2-59*t^3+48*t^4-24*t^5+5*t^6
12a_232,4-20*t+42*t^2-53*t^3+42*t^4-20*t^5+4*t^6
12a_233,1-8*t+27*t^2-54*t^3+69*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_234,2-8*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-8*t^7+2*t^8
12a_235,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
