Name,Alexander
12a_541,1-7*t+19*t^2-31*t^3+37*t^4-31*t^5+19*t^6-7*t^7+t^8
12a_542,7-31*t+47*t^2-31*t^3+7*t^4
12a_543,3-21*t+57*t^2-77*t^3+57*t^4-21*t^5+3*t^6
12a_544,2-8*t+19*t^2-31*t^3+37*t^4-31*t^5+19*t^6-8*t^7+2*t^8
12a_545,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
12a_546,3-21*t+55*t^2-73*t^3+55*t^4-21*t^5+3*t^6
12a_547,5-25*t+53*t^2-67*t^3+53*t^4-25*t^5+5*t^6
12a_548,4-14*t+23*t^2-27*t^3+23*t^4-14*t^5+4*t^6
12a_549,8-28*t+39*t^2-28*t^3+8*t^4
12a_550,2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
12a_551,6-26*t+39*t^2-26*t^3+6*t^4
12a_552,2-13*t+31*t^2-39*t^3+31*t^4-13*t^5+2*t^6
12a_553,2-10*t+26*t^2-41*t^3+47*t^4-41*t^5+26*t^6-10*t^7+2*t^8
12a_554,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
12a_555,3-18*t+45*t^2-61*t^3+45*t^4-18*t^5+3*t^6
12a_556,4-17*t+32*t^2-39*t^3+32*t^4-17*t^5+4*t^6
12a_557,7-27*t+39*t^2-27*t^3+7*t^4
12a_558,2-11*t+29*t^2-47*t^3+55*t^4-47*t^5+29*t^6-11*t^7+2*t^8
12a_559,4-21*t+49*t^2-63*t^3+49*t^4-21*t^5+4*t^6
12a_560,2-15*t+41*t^2-57*t^3+41*t^4-15*t^5+2*t^6
12a_561,1-7*t+25*t^2-49*t^3+61*t^4-49*t^5+25*t^6-7*t^7+t^8
12a_562,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
12a_563,4-16*t+25*t^2-27*t^3+25*t^4-16*t^5+4*t^6
12a_564,8-34*t+51*t^2-34*t^3+8*t^4
12a_565,1-7*t+23*t^2-41*t^3+49*t^4-41*t^5+23*t^6-7*t^7+t^8
12a_566,2-13*t+37*t^2-51*t^3+37*t^4-13*t^5+2*t^6
12a_567,2-12*t+31*t^2-50*t^3+59*t^4-50*t^5+31*t^6-12*t^7+2*t^8
12a_568,4-18*t+35*t^2-43*t^3+35*t^4-18*t^5+4*t^6
12a_569,1-7*t+21*t^2-31*t^3+33*t^4-31*t^5+21*t^6-7*t^7+t^8
12a_570,2-15*t+47*t^2-67*t^3+47*t^4-15*t^5+2*t^6
12a_571,2-12*t+33*t^2-58*t^3+69*t^4-58*t^5+33*t^6-12*t^7+2*t^8
12a_572,2-9*t+21*t^2-35*t^3+41*t^4-35*t^5+21*t^6-9*t^7+2*t^8
12a_573,2-9*t+19*t^2-27*t^3+29*t^4-27*t^5+19*t^6-9*t^7+2*t^8
12a_574,3-9*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-9*t^7+3*t^8
12a_575,6-21*t+40*t^2-49*t^3+40*t^4-21*t^5+6*t^6
12a_576,1-3*t+6*t^2-8*t^3+9*t^4-9*t^5+9*t^6-8*t^7+6*t^8-3*t^9+t^10
12a_577,2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
12a_578,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
12a_579,1-7*t+21*t^2-37*t^3+45*t^4-37*t^5+21*t^6-7*t^7+t^8
12a_580,2-6*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-6*t^7+2*t^8
12a_581,4-14*t+26*t^2-31*t^3+26*t^4-14*t^5+4*t^6
12a_582,4-15*t+29*t^2-35*t^3+29*t^4-15*t^5+4*t^6
12a_583,1-7*t+19*t^2-33*t^3+41*t^4-33*t^5+19*t^6-7*t^7+t^8
12a_584,1-7*t+19*t^2-29*t^3+31*t^4-29*t^5+19*t^6-7*t^7+t^8
12a_585,2-15*t+43*t^2-61*t^3+43*t^4-15*t^5+2*t^6
12a_586,7-24*t+44*t^2-53*t^3+44*t^4-24*t^5+7*t^6
12a_587,2-10*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-10*t^7+2*t^8
12a_588,2-11*t+30*t^2-53*t^3+63*t^4-53*t^5+30*t^6-11*t^7+2*t^8
12a_589,2-9*t+23*t^2-37*t^3+43*t^4-37*t^5+23*t^6-9*t^7+2*t^8
12a_590,2-9*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-9*t^7+2*t^8
12a_591,3-13*t+24*t^2-29*t^3+24*t^4-13*t^5+3*t^6
12a_592,5-24*t+49*t^2-61*t^3+49*t^4-24*t^5+5*t^6
12a_593,4-19*t+41*t^2-53*t^3+41*t^4-19*t^5+4*t^6
12a_594,3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
12a_595,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
12a_596,6-20*t+29*t^2-20*t^3+6*t^4
12a_597,2-13*t+29*t^2-35*t^3+29*t^4-13*t^5+2*t^6
12a_598,2-10*t+25*t^2-43*t^3+51*t^4-43*t^5+25*t^6-10*t^7+2*t^8
12a_599,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
12a_600,4-15*t+23*t^2-25*t^3+23*t^4-15*t^5+4*t^6
12a_601,8-32*t+47*t^2-32*t^3+8*t^4
12a_602,2-11*t+28*t^2-46*t^3+55*t^4-46*t^5+28*t^6-11*t^7+2*t^8
12a_603,4-22*t+50*t^2-63*t^3+50*t^4-22*t^5+4*t^6
12a_604,3-20*t+53*t^2-71*t^3+53*t^4-20*t^5+3*t^6
12a_605,2-9*t+20*t^2-30*t^3+33*t^4-30*t^5+20*t^6-9*t^7+2*t^8
12a_606,4-18*t+38*t^2-49*t^3+38*t^4-18*t^5+4*t^6
12a_607,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
12a_608,4-19*t+44*t^2-57*t^3+44*t^4-19*t^5+4*t^6
12a_609,5-23*t+51*t^2-65*t^3+51*t^4-23*t^5+5*t^6
12a_610,11-34*t+47*t^2-34*t^3+11*t^4
12a_611,4-24*t+55*t^2-71*t^3+55*t^4-24*t^5+4*t^6
12a_612,4-17*t+32*t^2-39*t^3+32*t^4-17*t^5+4*t^6
12a_613,3-15*t+36*t^2-47*t^3+36*t^4-15*t^5+3*t^6
12a_614,3-20*t+51*t^2-67*t^3+51*t^4-20*t^5+3*t^6
12a_615,7-27*t+54*t^2-67*t^3+54*t^4-27*t^5+7*t^6
12a_616,2-11*t+32*t^2-55*t^3+65*t^4-55*t^5+32*t^6-11*t^7+2*t^8
12a_617,2-9*t+22*t^2-35*t^3+41*t^4-35*t^5+22*t^6-9*t^7+2*t^8
12a_618,2-11*t+31*t^2-53*t^3+63*t^4-53*t^5+31*t^6-11*t^7+2*t^8
12a_619,6-24*t+35*t^2-24*t^3+6*t^4
12a_620,2-12*t+33*t^2-55*t^3+65*t^4-55*t^5+33*t^6-12*t^7+2*t^8
12a_621,1-8*t+22*t^2-36*t^3+41*t^4-36*t^5+22*t^6-8*t^7+t^8
12a_622,2-17*t+47*t^2-65*t^3+47*t^4-17*t^5+2*t^6
12a_623,4-20*t+43*t^2-55*t^3+43*t^4-20*t^5+4*t^6
12a_624,4-18*t+41*t^2-53*t^3+41*t^4-18*t^5+4*t^6
12a_625,3-19*t+49*t^2-67*t^3+49*t^4-19*t^5+3*t^6
12a_626,2-12*t+34*t^2-61*t^3+73*t^4-61*t^5+34*t^6-12*t^7+2*t^8
12a_627,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_628,3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
12a_629,1-8*t+31*t^2-66*t^3+85*t^4-66*t^5+31*t^6-8*t^7+t^8
12a_630,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_631,4-22*t+52*t^2-69*t^3+52*t^4-22*t^5+4*t^6
12a_632,4-17*t+33*t^2-41*t^3+33*t^4-17*t^5+4*t^6
12a_633,4-21*t+51*t^2-67*t^3+51*t^4-21*t^5+4*t^6
12a_634,4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
12a_635,3-19*t+47*t^2-63*t^3+47*t^4-19*t^5+3*t^6
12a_636,7-23*t+33*t^2-23*t^3+7*t^4
12a_637,1-8*t+26*t^2-50*t^3+61*t^4-50*t^5+26*t^6-8*t^7+t^8
12a_638,4-20*t+41*t^2-51*t^3+41*t^4-20*t^5+4*t^6
12a_639,2-10*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-10*t^7+2*t^8
12a_640,3-14*t+28*t^2-35*t^3+28*t^4-14*t^5+3*t^6
12a_641,2-6*t+10*t^2-12*t^3+13*t^4-12*t^5+10*t^6-6*t^7+2*t^8
12a_642,4-14*t+25*t^2-29*t^3+25*t^4-14*t^5+4*t^6
12a_643,4-13*t+21*t^2-23*t^3+21*t^4-13*t^5+4*t^6
12a_644,8-28*t+41*t^2-28*t^3+8*t^4
12a_645,2-11*t+30*t^2-54*t^3+65*t^4-54*t^5+30*t^6-11*t^7+2*t^8
12a_646,2-9*t+21*t^2-33*t^3+39*t^4-33*t^5+21*t^6-9*t^7+2*t^8
12a_647,3-10*t+20*t^2-28*t^3+31*t^4-28*t^5+20*t^6-10*t^7+3*t^8
12a_648,5-17*t+32*t^2-39*t^3+32*t^4-17*t^5+5*t^6
12a_649,1-7*t+17*t^2-25*t^3+27*t^4-25*t^5+17*t^6-7*t^7+t^8
12a_650,2-15*t+39*t^2-53*t^3+39*t^4-15*t^5+2*t^6
12a_651,1-7*t+15*t^2-17*t^3+17*t^4-17*t^5+15*t^6-7*t^7+t^8
12a_652,2-15*t+37*t^2-47*t^3+37*t^4-15*t^5+2*t^6
12a_653,11-36*t+51*t^2-36*t^3+11*t^4
12a_654,3-17*t+38*t^2-49*t^3+38*t^4-17*t^5+3*t^6
12a_655,4-17*t+36*t^2-45*t^3+36*t^4-17*t^5+4*t^6
12a_656,4-22*t+55*t^2-73*t^3+55*t^4-22*t^5+4*t^6
12a_657,2-9*t+22*t^2-36*t^3+43*t^4-36*t^5+22*t^6-9*t^7+2*t^8
12a_658,4-18*t+38*t^2-47*t^3+38*t^4-18*t^5+4*t^6
12a_659,8-30*t+58*t^2-71*t^3+58*t^4-30*t^5+8*t^6
12a_660,2-10*t+21*t^2-31*t^3+35*t^4-31*t^5+21*t^6-10*t^7+2*t^8
12a_661,4-21*t+44*t^2-55*t^3+44*t^4-21*t^5+4*t^6
12a_662,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_663,3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
12a_664,1-8*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-8*t^7+t^8
12a_665,2-17*t+47*t^2-63*t^3+47*t^4-17*t^5+2*t^6
12a_666,3-20*t+49*t^2-63*t^3+49*t^4-20*t^5+3*t^6
12a_667,2-7*t+15*t^2-23*t^3+27*t^4-23*t^5+15*t^6-7*t^7+2*t^8
12a_668,2-9*t+23*t^2-38*t^3+45*t^4-38*t^5+23*t^6-9*t^7+2*t^8
12a_669,3-9*t+14*t^2-15*t^3+14*t^4-9*t^5+3*t^6
12a_670,2-11*t+29*t^2-48*t^3+57*t^4-48*t^5+29*t^6-11*t^7+2*t^8
12a_671,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
12a_672,2-11*t+29*t^2-50*t^3+59*t^4-50*t^5+29*t^6-11*t^7+2*t^8
12a_673,1-8*t+25*t^2-43*t^3+49*t^4-43*t^5+25*t^6-8*t^7+t^8
12a_674,1-8*t+25*t^2-47*t^3+59*t^4-47*t^5+25*t^6-8*t^7+t^8
12a_675,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
12a_676,3-14*t+32*t^2-41*t^3+32*t^4-14*t^5+3*t^6
12a_677,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
12a_678,4-19*t+41*t^2-51*t^3+41*t^4-19*t^5+4*t^6
12a_679,7-20*t+27*t^2-20*t^3+7*t^4
12a_680,2-10*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-10*t^7+2*t^8
12a_681,1-7*t+18*t^2-29*t^3+35*t^4-29*t^5+18*t^6-7*t^7+t^8
12a_682,2-12*t+25*t^2-29*t^3+25*t^4-12*t^5+2*t^6
12a_683,1-7*t+16*t^2-22*t^3+25*t^4-22*t^5+16*t^6-7*t^7+t^8
12a_684,2-14*t+32*t^2-39*t^3+32*t^4-14*t^5+2*t^6
12a_685,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
12a_686,5-23*t+47*t^2-59*t^3+47*t^4-23*t^5+5*t^6
12a_687,3-21*t+53*t^2-69*t^3+53*t^4-21*t^5+3*t^6
12a_688,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
12a_689,2-13*t+29*t^2-35*t^3+29*t^4-13*t^5+2*t^6
12a_690,4-22*t+37*t^2-22*t^3+4*t^4
12a_691,3-19*t+33*t^2-19*t^3+3*t^4
12a_692,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
12a_693,1-7*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-7*t^7+t^8
12a_694,2-10*t+21*t^2-30*t^3+33*t^4-30*t^5+21*t^6-10*t^7+2*t^8
12a_695,1-8*t+29*t^2-61*t^3+77*t^4-61*t^5+29*t^6-8*t^7+t^8
12a_696,1-8*t+29*t^2-61*t^3+79*t^4-61*t^5+29*t^6-8*t^7+t^8
12a_697,1-9*t+33*t^2-66*t^3+83*t^4-66*t^5+33*t^6-9*t^7+t^8
12a_698,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_699,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_700,1-7*t+26*t^2-56*t^3+73*t^4-56*t^5+26*t^6-7*t^7+t^8
12a_701,2-10*t+27*t^2-46*t^3+55*t^4-46*t^5+27*t^6-10*t^7+2*t^8
12a_702,1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
12a_703,1-9*t+32*t^2-64*t^3+79*t^4-64*t^5+32*t^6-9*t^7+t^8
12a_704,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
12a_705,1-9*t+33*t^2-68*t^3+87*t^4-68*t^5+33*t^6-9*t^7+t^8
12a_706,1-7*t+24*t^2-46*t^3+57*t^4-46*t^5+24*t^6-7*t^7+t^8
12a_707,1-8*t+29*t^2-59*t^3+75*t^4-59*t^5+29*t^6-8*t^7+t^8
12a_708,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
12a_709,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_710,1-9*t+33*t^2-66*t^3+81*t^4-66*t^5+33*t^6-9*t^7+t^8
12a_711,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_712,1-9*t+34*t^2-70*t^3+87*t^4-70*t^5+34*t^6-9*t^7+t^8
12a_713,2-8*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-8*t^7+2*t^8
12a_714,2-8*t+15*t^2-19*t^3+19*t^4-19*t^5+15*t^6-8*t^7+2*t^8
12a_715,4-18*t+38*t^2-49*t^3+38*t^4-18*t^5+4*t^6
12a_716,1-3*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-5*t^7+5*t^8-3*t^9+t^10
12a_717,2-7*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-7*t^7+2*t^8
12a_718,2-8*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-8*t^7+2*t^8
12a_719,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
12a_720,2-8*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-8*t^7+2*t^8
12a_721,4-18*t+39*t^2-49*t^3+39*t^4-18*t^5+4*t^6
12a_722,1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+3*t^8-3*t^9+t^10
12a_723,2-7*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-7*t^7+2*t^8
12a_724,2-8*t+14*t^2-19*t^3+21*t^4-19*t^5+14*t^6-8*t^7+2*t^8
12a_725,4-16*t+25*t^2-27*t^3+25*t^4-16*t^5+4*t^6
12a_726,2-8*t+14*t^2-18*t^3+19*t^4-18*t^5+14*t^6-8*t^7+2*t^8
12a_727,4-18*t+35*t^2-43*t^3+35*t^4-18*t^5+4*t^6
12a_728,2-8*t+17*t^2-25*t^3+29*t^4-25*t^5+17*t^6-8*t^7+2*t^8
12a_729,4-18*t+38*t^2-47*t^3+38*t^4-18*t^5+4*t^6
12a_730,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
12a_731,4-14*t+22*t^2-25*t^3+22*t^4-14*t^5+4*t^6
12a_732,3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
12a_733,3-11*t+15*t^2-15*t^3+15*t^4-11*t^5+3*t^6
12a_734,2-10*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-10*t^7+2*t^8
12a_735,6-25*t+37*t^2-25*t^3+6*t^4
12a_736,4-16*t+31*t^2-39*t^3+31*t^4-16*t^5+4*t^6
12a_737,2-9*t+21*t^2-32*t^3+37*t^4-32*t^5+21*t^6-9*t^7+2*t^8
12a_738,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
12a_739,2-9*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-9*t^7+2*t^8
12a_740,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
12a_741,5-25*t+54*t^2-69*t^3+54*t^4-25*t^5+5*t^6
12a_742,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
12a_743,6-20*t+27*t^2-20*t^3+6*t^4
12a_744,4-15*t+23*t^2-15*t^3+4*t^4
12a_745,4-15*t+21*t^2-15*t^3+4*t^4
12a_746,2-10*t+26*t^2-44*t^3+53*t^4-44*t^5+26*t^6-10*t^7+2*t^8
12a_747,1-8*t+25*t^2-45*t^3+53*t^4-45*t^5+25*t^6-8*t^7+t^8
12a_748,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
12a_749,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
12a_750,8-34*t+51*t^2-34*t^3+8*t^4
12a_751,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
12a_752,8-29*t+41*t^2-29*t^3+8*t^4
12a_753,6-21*t+31*t^2-21*t^3+6*t^4
12a_754,1-9*t+30*t^2-57*t^3+69*t^4-57*t^5+30*t^6-9*t^7+t^8
12a_755,2-11*t+31*t^2-57*t^3+69*t^4-57*t^5+31*t^6-11*t^7+2*t^8
12a_756,1-8*t+23*t^2-39*t^3+45*t^4-39*t^5+23*t^6-8*t^7+t^8
12a_757,2-9*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-9*t^7+2*t^8
12a_758,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
12a_759,2-6*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-6*t^7+2*t^8
12a_760,4-14*t+24*t^2-27*t^3+24*t^4-14*t^5+4*t^6
12a_761,4-16*t+31*t^2-37*t^3+31*t^4-16*t^5+4*t^6
12a_762,2-6*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-6*t^7+2*t^8
12a_763,4-14*t+20*t^2-21*t^3+20*t^4-14*t^5+4*t^6
12a_764,4-16*t+29*t^2-35*t^3+29*t^4-16*t^5+4*t^6
12a_765,1-9*t+31*t^2-60*t^3+75*t^4-60*t^5+31*t^6-9*t^7+t^8
12a_766,1-8*t+25*t^2-45*t^3+55*t^4-45*t^5+25*t^6-8*t^7+t^8
12a_767,8-31*t+45*t^2-31*t^3+8*t^4
12a_768,1-8*t+23*t^2-38*t^3+43*t^4-38*t^5+23*t^6-8*t^7+t^8
12a_769,2-16*t+45*t^2-63*t^3+45*t^4-16*t^5+2*t^6
12a_770,2-17*t+48*t^2-65*t^3+48*t^4-17*t^5+2*t^6
12a_771,5-23*t+50*t^2-63*t^3+50*t^4-23*t^5+5*t^6
12a_772,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
12a_773,6-23*t+33*t^2-23*t^3+6*t^4
12a_774,6-22*t+33*t^2-22*t^3+6*t^4
12a_775,6-22*t+31*t^2-22*t^3+6*t^4
12a_776,1-8*t+25*t^2-46*t^3+55*t^4-46*t^5+25*t^6-8*t^7+t^8
12a_777,1-8*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-8*t^7+t^8
12a_778,1-9*t+30*t^2-57*t^3+71*t^4-57*t^5+30*t^6-9*t^7+t^8
12a_779,2-16*t+44*t^2-61*t^3+44*t^4-16*t^5+2*t^6
12a_780,5-24*t+51*t^2-65*t^3+51*t^4-24*t^5+5*t^6
12a_781,2-14*t+37*t^2-51*t^3+37*t^4-14*t^5+2*t^6
12a_782,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
12a_783,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
12a_784,2-9*t+23*t^2-39*t^3+47*t^4-39*t^5+23*t^6-9*t^7+2*t^8
12a_785,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
12a_786,2-15*t+40*t^2-55*t^3+40*t^4-15*t^5+2*t^6
12a_787,8-29*t+43*t^2-29*t^3+8*t^4
12a_788,1-8*t+31*t^2-67*t^3+85*t^4-67*t^5+31*t^6-8*t^7+t^8
12a_789,2-7*t+14*t^2-20*t^3+23*t^4-20*t^5+14*t^6-7*t^7+2*t^8
12a_790,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
12a_791,3-9*t+13*t^2-13*t^3+13*t^4-9*t^5+3*t^6
12a_792,6-21*t+31*t^2-21*t^3+6*t^4
12a_793,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
12a_794,2-7*t+12*t^2-16*t^3+17*t^4-16*t^5+12*t^6-7*t^7+2*t^8
12a_795,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
12a_796,3-9*t+11*t^2-11*t^3+11*t^4-9*t^5+3*t^6
12a_797,6-21*t+29*t^2-21*t^3+6*t^4
12a_798,5-23*t+48*t^2-61*t^3+48*t^4-23*t^5+5*t^6
12a_799,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
12a_800,3-11*t+20*t^2-25*t^3+20*t^4-11*t^5+3*t^6
12a_801,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
12a_802,4-12*t+15*t^2-12*t^3+4*t^4
12a_803,5-11*t+5*t^2
12a_804,2-12*t+32*t^2-50*t^3+57*t^4-50*t^5+32*t^6-12*t^7+2*t^8
12a_805,1-5*t+11*t^2-17*t^3+20*t^4-21*t^5+20*t^6-17*t^7+11*t^8-5*t^9+t^10
12a_806,2-11*t+27*t^2-44*t^3+51*t^4-44*t^5+27*t^6-11*t^7+2*t^8
12a_807,2-11*t+28*t^2-47*t^3+55*t^4-47*t^5+28*t^6-11*t^7+2*t^8
12a_808,3-15*t+32*t^2-41*t^3+32*t^4-15*t^5+3*t^6
12a_809,2-11*t+27*t^2-39*t^3+43*t^4-39*t^5+27*t^6-11*t^7+2*t^8
12a_810,4-23*t+57*t^2-75*t^3+57*t^4-23*t^5+4*t^6
12a_811,3-10*t+19*t^2-26*t^3+29*t^4-26*t^5+19*t^6-10*t^7+3*t^8
12a_812,5-23*t+45*t^2-55*t^3+45*t^4-23*t^5+5*t^6
12a_813,3-9*t+16*t^2-22*t^3+25*t^4-22*t^5+16*t^6-9*t^7+3*t^8
12a_814,6-20*t+34*t^2-39*t^3+34*t^4-20*t^5+6*t^6
12a_815,1-3*t+7*t^2-12*t^3+16*t^4-17*t^5+16*t^6-12*t^7+7*t^8-3*t^9+t^10
12a_816,2-7*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-7*t^7+2*t^8
12a_817,3-10*t+19*t^2-26*t^3+29*t^4-26*t^5+19*t^6-10*t^7+3*t^8
12a_818,1-7*t+23*t^2-42*t^3+49*t^4-42*t^5+23*t^6-7*t^7+t^8
12a_819,1-5*t+12*t^2-21*t^3+29*t^4-33*t^5+29*t^6-21*t^7+12*t^8-5*t^9+t^10
12a_820,2-10*t+23*t^2-35*t^3+39*t^4-35*t^5+23*t^6-10*t^7+2*t^8
12a_821,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
12a_822,2-8*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-8*t^7+2*t^8
12a_823,4-17*t+31*t^2-37*t^3+31*t^4-17*t^5+4*t^6
12a_824,1-3*t+7*t^2-13*t^3+19*t^4-21*t^5+19*t^6-13*t^7+7*t^8-3*t^9+t^10
12a_825,2-7*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-7*t^7+2*t^8
12a_826,2-6*t+11*t^2-16*t^3+19*t^4-16*t^5+11*t^6-6*t^7+2*t^8
12a_827,4-13*t+21*t^2-23*t^3+21*t^4-13*t^5+4*t^6
12a_828,7-24*t+42*t^2-49*t^3+42*t^4-24*t^5+7*t^6
12a_829,2-11*t+25*t^2-37*t^3+41*t^4-37*t^5+25*t^6-11*t^7+2*t^8
12a_830,2-9*t+24*t^2-42*t^3+51*t^4-42*t^5+24*t^6-9*t^7+2*t^8
12a_831,2-9*t+24*t^2-42*t^3+51*t^4-42*t^5+24*t^6-9*t^7+2*t^8
12a_832,2-11*t+25*t^2-37*t^3+41*t^4-37*t^5+25*t^6-11*t^7+2*t^8
12a_833,2-9*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-9*t^7+2*t^8
12a_834,4-19*t+39*t^2-49*t^3+39*t^4-19*t^5+4*t^6
12a_835,1-3*t+6*t^2-9*t^3+11*t^4-11*t^5+11*t^6-9*t^7+6*t^8-3*t^9+t^10
12a_836,2-7*t+15*t^2-24*t^3+29*t^4-24*t^5+15*t^6-7*t^7+2*t^8
12a_837,2-8*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-8*t^7+2*t^8
12a_838,1-3*t+4*t^2-5*t^3+5*t^4-5*t^5+5*t^6-5*t^7+4*t^8-3*t^9+t^10
12a_839,2-7*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-7*t^7+2*t^8
12a_840,2-8*t+16*t^2-24*t^3+27*t^4-24*t^5+16*t^6-8*t^7+2*t^8
12a_841,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
12a_842,3-11*t+20*t^2-23*t^3+20*t^4-11*t^5+3*t^6
12a_843,3-11*t+18*t^2-21*t^3+18*t^4-11*t^5+3*t^6
12a_844,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
12a_845,4-14*t+24*t^2-27*t^3+24*t^4-14*t^5+4*t^6
12a_846,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
12a_847,1-8*t+24*t^2-39*t^3+45*t^4-39*t^5+24*t^6-8*t^7+t^8
